window_scheme,horizon_h,model,tone_spec,n,rmse,mae,naive_rmse,naive_mae,pct_improve_vs_naive_rmse,rmse_ratio_vs_naive
rolling,1,Lasso,ToneMean,48,0.7013892172510849,0.5669074902986506,0.14175720402979905,0.08731906830239408,-394.78206208387445,4.947820620838745
rolling,1,OLS,NEG,48,0.6991292159498969,0.5663768229045374,0.14175720402979905,0.08731906830239408,-393.18778592933563,4.9318778592933565
rolling,1,OLS,None,48,0.7016725121259377,0.5691863552701598,0.14175720402979905,0.08731906830239408,-394.98190721823056,4.949819072182305
rolling,1,OLS,POSNEG,48,0.7007053833946184,0.56446691921378,0.14175720402979905,0.08731906830239408,-394.2996641266442,4.942996641266442
rolling,1,OLS,ToneMean,48,0.6845191316030095,0.5573793896666065,0.14175720402979905,0.08731906830239408,-382.881371911875,4.828813719118751
rolling,1,Ridge,NEG,48,0.7028695645517914,0.5663978390672909,0.14175720402979905,0.08731906830239408,-395.82634573128274,4.958263457312828
rolling,1,Ridge,None,48,0.7058460412822866,0.5704677616766846,0.14175720402979905,0.08731906830239408,-397.9260462374168,4.979260462374168
rolling,1,Ridge,POSNEG,48,0.7036720817175769,0.5638467534511461,0.14175720402979905,0.08731906830239408,-396.39246663588017,4.963924666358802
rolling,1,Ridge,ToneMean,48,0.688082624337098,0.5580388171834035,0.14175720402979905,0.08731906830239408,-385.3951720100622,4.853951720100622
rolling,1,SVR,NEG,48,0.7059022675530143,0.4927696015576391,0.14175720402979905,0.08731906830239408,-397.96571002107606,4.979657100210761
rolling,1,SVR,None,48,0.685284148455213,0.46768707920771657,0.14175720402979905,0.08731906830239408,-383.42103891323796,4.834210389132379
rolling,1,SVR,POSNEG,48,0.7685450419980361,0.5275302461436712,0.14175720402979905,0.08731906830239408,-442.15589765475255,5.421558976547526
rolling,1,SVR,ToneMean,48,0.7152704161598726,0.49190442780487986,0.14175720402979905,0.08731906830239408,-404.57429733836614,5.045742973383661
rolling,2,ElasticNet,NEG,48,0.701809150863777,0.570587265183407,0.25687109030369215,0.17087008989231656,-173.21453341987453,2.732145334198745
rolling,2,ElasticNet,None,48,0.7034888324273659,0.5731018166055364,0.25687109030369215,0.17087008989231656,-173.86843400541844,2.7386843400541845
rolling,2,ElasticNet,POSNEG,48,0.7040918196614885,0.5657716877596978,0.25687109030369215,0.17087008989231656,-174.1031771341254,2.741031771341254
