window_scheme,horizon_h,model,tone_spec,n_common,rmse_none_aligned,rmse_aligned,mae_none_aligned,mae_aligned,pct_dRMSE_vs_none
rolling,2,Ridge,ToneMean,48,0.6983612096065758,0.6806562106392313,0.567811078431438,0.552598414727068,2.5352208461461694
rolling,2,SVR,NEG,48,0.6720358134411902,0.7086641157227264,0.45804802995590616,0.48860256174812067,-5.450349750555588
rolling,2,SVR,None,48,0.6720358134411902,0.6720358134411902,0.45804802995590616,0.45804802995590616,
rolling,2,SVR,POSNEG,48,0.6720358134411902,0.7682480586456432,0.45804802995590616,0.5134945861980583,-14.316535410783201
rolling,2,SVR,ToneMean,48,0.6720358134411902,0.7162450612930443,0.45804802995590616,0.4814425555005632,-6.578406532455258
rolling,3,ElasticNet,NEG,48,0.707722142484737,0.7067115463027557,0.5824996167454745,0.5802529430418466,0.14279561445303918
rolling,3,ElasticNet,None,48,0.707722142484737,0.707722142484737,0.5824996167454745,0.5824996167454745,
rolling,3,ElasticNet,POSNEG,48,0.707722142484737,0.7113121098860603,0.5824996167454745,0.5750315957443947,-0.5072566175080155
rolling,3,ElasticNet,ToneMean,48,0.707722142484737,0.6941284241225685,0.5824996167454745,0.569680083341132,1.9207705321247117
rolling,3,Lasso,NEG,48,0.7161983295159486,0.7149767131059203,0.5881214211737592,0.5861229787206509,0.17056956986398242
rolling,3,Lasso,None,48,0.7161983295159486,0.7161983295159486,0.5881214211737592,0.5881214211737592,
rolling,3,Lasso,POSNEG,48,0.7161983295159486,0.7211371924960227,0.5881214211737592,0.5832598513393256,-0.6895943171791613
rolling,3,Lasso,ToneMean,48,0.7161983295159486,0.7043093849418715,0.5881214211737592,0.5772060909399689,1.6600073030207254
rolling,3,OLS,NEG,48,0.6955083049717466,0.6938765862531476,0.5735400864565703,0.5706821117659491,0.23460808547286902
rolling,3,OLS,None,48,0.6955083049717466,0.6955083049717466,0.5735400864565703,0.5735400864565703,
rolling,3,OLS,POSNEG,48,0.6955083049717466,0.6983843047342493,0.5735400864565703,0.564310812727442,-0.4135104846259837
rolling,3,OLS,ToneMean,48,0.6955083049717466,0.6803135214773928,0.5735400864565703,0.559175585850726,2.184701949025775
rolling,3,Ridge,NEG,48,0.7020869821685066,0.70014481075304,0.5779592650419922,0.5746623390592092,0.2766283188256667
rolling,3,Ridge,None,48,0.7020869821685066,0.7020869821685066,0.5779592650419922,0.5779592650419922,
rolling,3,Ridge,POSNEG,48,0.7020869821685066,0.7036350002571902,0.5779592650419922,0.5675666426607814,-0.22048807740349297
rolling,3,Ridge,ToneMean,48,0.7020869821685066,0.6860285295257827,0.5779592650419922,0.5627508863702874,2.2872454625386736
rolling,3,SVR,NEG,48,0.67561467336991,0.7077258837541979,0.4640330140297882,0.4906380694466093,-4.75288824384465
rolling,3,SVR,None,48,0.67561467336991,0.67561467336991,0.4640330140297882,0.4640330140297882,
